question_id,question,reference,dataset_name
f654bd0c0bd911eba7f7acde48001122,What is the date of birth of the director of film Man-Trap?,"September 10, 1915",wiki
694bc6fa0bdc11eba7f7acde48001122,Where was the place of death of Morris Engel's wife?,New York,wiki
33997fa909b511ebbdb0ac1f6bf848b6,Are Pukayuq and Huacaypaca both located in the same country?,yes,wiki
316a9e6c0bde11eba7f7acde48001122,Where was the place of burial of Thomas Fitzalan's father?,Buckinghamshire,wiki
26af280a0bdc11eba7f7acde48001122,Who is the mother of the director of film Operation Gold Ingot?,Renée Saint-Cyr,wiki
9b2ccd4e088b11ebbd6fac1f6bf848b6,"Which film has the director who died first, The Crime Doctor'S Courage or Vasantha Sena (1967 Film)?",The Crime Doctor'S Courage,wiki
9afde7fe0bdd11eba7f7acde48001122,Where did Alden B. Dow's father study?,Case,wiki
5ff45ef00baf11ebab90acde48001122,"Who is Joseph I, Holy Roman Emperor's paternal grandfather?",Ferdinand III,wiki
839e36ca0bda11eba7f7acde48001122,What is the award that the director of film Bollywood Calling earned?,Filmfare Award,wiki
c943ad6c084d11ebbd56ac1f6bf848b6,Are both Iceman (2017 Film) and The Bread Peddler (1963 Film) from the same country?,yes,wiki
48fc92ac089a11ebbd77ac1f6bf848b6,"Which film has the director born first, Charge Of The Model T'S or Girls Of The Night?",Girls Of The Night,wiki
ee4282fe0bdc11eba7f7acde48001122,What is the place of birth of the performer of song Strangers (Seven Lions And Myon & Shane 54 Song)?,"Santa Barbara, California",wiki
533a498c08c511ebbd8eac1f6bf848b6,"Which film came out earlier, Vivaha Bandham or The Night Visitor?",Vivaha Bandham,wiki
101255a80bdd11eba7f7acde48001122,What is the place of birth of the director of film The Strange Case Of Angelica?,Porto,wiki
51fec64e08b111ebbd85ac1f6bf848b6,"Who is older, Carl John Barrameda or John Elvin Shaffner?",John Elvin Shaffner,wiki
92ae94d309bb11ebbdb0ac1f6bf848b6,"Are both mountains, Allqamari and Juch'Uy Llallawa, located in the same country?",yes,wiki
2242f491091611ebbdaeac1f6bf848b6,"Which film was released more recently, Air Bud: Spikes Back or Fortunes Of Captain Blood?",Air Bud: Spikes Back,wiki
515cc8f00bdc11eba7f7acde48001122,Why did the director of film The Lady Objects die?,Parkinson,wiki
bd185f7a08bc11ebbd89ac1f6bf848b6,"Which film was released earlier, The Surgeon'S Knife or Blue Hill Avenue?",The Surgeon'S Knife,wiki
db3efac40bdd11eba7f7acde48001122,Which country Bảo Long's father is from?,Annam,wiki
0ce9a92008ed11ebbda7ac1f6bf848b6,"Did the movies Inside The Room and Crude Set Drama, originate from the same country?",yes,wiki
8894ca2808e111ebbda2ac1f6bf848b6,"Which film has the director born first, The White Sheik or Before The Jury?",Before The Jury,wiki
620b93c3086511ebbd5eac1f6bf848b6,"Which film was released earlier, Usa Vs. Al-Arian or Alaloum?",Alaloum,wiki
1c9f9261087f11ebbd6bac1f6bf848b6,"Which film has the director who died first, Pusthakamlo Konni Pageelu Missing or The Hunchback Of Rome?",Pusthakamlo Konni Pageelu Missing,wiki
c95dbd080bd911eba7f7acde48001122,What is the place of birth of the director of film Cool Change (Film)?,Scottish,wiki
3abae51c0bde11eba7f7acde48001122,When is Prince Ernst August Of Hanover (Born 1983)'s mother's birthday?,2 June 1955,wiki
bc29cc49085611ebbd59ac1f6bf848b6,"Who was born later, Barry Kirwan or Jean-Louis Wagnière?",Barry Kirwan,wiki
b428fe9a0baf11ebab90acde48001122,Who is the maternal grandmother of Prince René Of Bourbon-Parma?,Adelaide of Löwenstein-Wertheim-Rosenberg,wiki
c789bc3b087211ebbd66ac1f6bf848b6,"Which film came out first, Natürlich Die Nelli or Cairo Declaration (Film)?",Natürlich Die Nelli,wiki
e172d3b20baf11ebab90acde48001122,Who is the uncle of Hasan Pasha (Son Of Barbarossa)?,Oruç Reis,wiki
7d098c560bda11eba7f7acde48001122,Where does the director of film Working Woman (Film) work at?,Tel Aviv University,wiki
35ac8e9e0bda11eba7f7acde48001122,Where was the place of death of Henry The Young King's mother?,Poitiers,wiki
405c82e8094711ebbdaeac1f6bf848b6,"Which film was released first, Moonnam Pakkam or Tribute To The Teachers?",Tribute To The Teachers,wiki
debc2faa0bdd11eba7f7acde48001122,What nationality is Robert Gordon (Diplomat)'s father?,Scottish,wiki
013be8ee08b511ebbd88ac1f6bf848b6,"Which film has the director who was born first, Throw Momma From The Train or Dona Mariquita Of My Heart?",Dona Mariquita Of My Heart,wiki
0745c7f20bdd11eba7f7acde48001122,Who is the father of the director of film At Five In The Afternoon?,Mohsen Makhmalbaf,wiki
aaf3941c0bdb11eba7f7acde48001122,What is the place of birth of the director of film Diplomats (Film)?,Düsseldorf,wiki
57121088084e11ebbd56ac1f6bf848b6,"Which film was released more recently, Green Grass Of Wyoming or The Life Of Na Woon-Gyu?",The Life Of Na Woon-Gyu,wiki
845645da0bda11eba7f7acde48001122,Where did Roberto Civita's father die?,São Paulo,wiki
8bb8b730085211ebbd58ac1f6bf848b6,"Which film has the director who was born earlier, Holiday In Tyrol or Las Aventuras De Pito Pérez?",Las Aventuras De Pito Pérez,wiki
0cebab5a088011ebbd6cac1f6bf848b6,"Which film whose director is younger, Snake'S Venom or Hootenanny Hoot?",Snake'S Venom,wiki
21c90ee5085f11ebbd5cac1f6bf848b6,"Which film has the director who died earlier, There'S That Woman Again or Hoodwink (1981 Film)?",There'S That Woman Again,wiki
3cde6ec20bde11eba7f7acde48001122,Where was the place of death of the director of film Spanilá Jízda?,Prague,wiki
35b7112408a711ebbd7fac1f6bf848b6,"Which film has the director died first, Beyond The Last Frontier or Capek'S Tales?",Capek'S Tales,wiki
85f535fa0bd911eba7f7acde48001122,What nationality is Paul Richter's wife?,Norwegian,wiki
dcbee4b608b011ebbd85ac1f6bf848b6,"Which film has the director who died first, The Goose Woman or You Can No Longer Remain Silent?",You Can No Longer Remain Silent,wiki
01547cde0bde11eba7f7acde48001122,Where does Louise Linton's husband work at?,Goldman,wiki
c5e7570c0bdd11eba7f7acde48001122,Where did the director of film The Marihuana Story die?,Madrid,wiki
414aedec08d611ebbd98ac1f6bf848b6,"Which film has the director who died earlier, Sealed Lips or Broken Threads?",Broken Threads,wiki
7861e1fa089011ebbd72ac1f6bf848b6,"Which film has the director who died first, Suwanda Denuna Jeewithe or Mary Jane'S Pa?",Mary Jane'S Pa,wiki
b886bb8e0bdd11eba7f7acde48001122,Where was the father of Isabel De La Cerda born?,France,wiki
497c1bdb094911ebbdaeac1f6bf848b6,"Which album came out first, Sol Niger Within or The Magic Place?",Sol Niger Within,wiki
6a7763e40bb011ebab90acde48001122,Who is the paternal grandmother of Princess Sophie Of Greece And Denmark?,Olga Constantinovna of Russia,wiki
b0a03b3208a111ebbd79ac1f6bf848b6,"Which film has more directors, Nim'S Island or Continental (Film)?",Nim'S Island,wiki
8603b4e008a511ebbd7dac1f6bf848b6,"Which film came out first, The Greatest Thing In Life or Den Of Lions?",The Greatest Thing In Life,wiki
a27a3a220bd911eba7f7acde48001122,Who is the mother of the composer of film Charlie Chaplin 2?,Jayachitra,wiki
04bde62e085c11ebbd5cac1f6bf848b6,"Who was born later, Sean Lundon or Paolo Conte?",Sean Lundon,wiki
a2e29a8e0bdb11eba7f7acde48001122,Where did Aphareus (Writer)'s father die?,Elis,wiki
524c778a0bda11eba7f7acde48001122,What nationality is the director of film Nature Unleashed: Earthquake?,Hungary,wiki
f7ed995308d611ebbd99ac1f6bf848b6,"Are the movies On A Clear Day You Can See Forever (Film) and Education Of A Prince, from the same country?",no,wiki
9f4aac2a0bdd11eba7f7acde48001122,What nationality is Sigismund Ii Augustus's mother?,Duchy of Milan,wiki
a45d8fe20bd911eba7f7acde48001122,When did Francis Nathaniel Burton's father die?,22 May 1787,wiki
e717a82108fc11ebbdadac1f6bf848b6,Are Scandal For Sale and Sierra Sue from the same country?,yes,wiki
6a7458d40bb011ebab90acde48001122,Who is the father-in-law of Ameera Al-Taweel?,Talal bin Abdulaziz Al Saud,wiki
f33752800baf11ebab90acde48001122,Who is the maternal grandfather of Matilda Of Hainaut?,William II of Villehardouin,wiki
dc9823600baf11ebab90acde48001122,Who is Gisela Of Hungary's father-in-law?,Géza,wiki
677de27f088311ebbd6dac1f6bf848b6,Who was born first out of Roman Kryklia and Alberto Boniotti?,Roman Kryklia,wiki
64836d6a0bd911eba7f7acde48001122,Where was the director of film Dark Valley born?,Valparaíso,wiki
0193c144085211ebbd58ac1f6bf848b6,"Which film whose director is younger, The Ancines Woods or Hoop Dreams?",Hoop Dreams,wiki
082dd41a0bde11eba7f7acde48001122,Where did the director of film 1919 (Film) graduate from?,"Trinity College, Oxford",wiki
7848813408df11ebbda0ac1f6bf848b6,"Which film has the director born first, Veredas or Déclic Et Des Claques?",Déclic Et Des Claques,wiki
f137fe640bda11eba7f7acde48001122,Where was the director of film The Interpreter (2018 Film) born?,Žilina,wiki
d40843bf088111ebbd6dac1f6bf848b6,"Who is younger, George E. Mahoney or Claudio Falcão?",Claudio Falcão,wiki
8bf901800bdd11eba7f7acde48001122,Where was the father of Allan Hoover born?,"West Branch, Iowa",wiki
d10e511a0bda11eba7f7acde48001122,What nationality is Imperial Noble Consort Shujia's husband?,Qing dynasty,wiki
f242bd7e0baf11ebab90acde48001122,Who is Mahmut Of Karaman's paternal grandfather?,Nure Sofi,wiki
9480b52c08dc11ebbd9cac1f6bf848b6,"Which film has the director born later, The Awful Dr. Orloff or Dear Eleanor?",Dear Eleanor,wiki
43b44b89092a11ebbdaeac1f6bf848b6,"Which film was released earlier, Into The Mirror or The Heart Of Casanova?",The Heart Of Casanova,wiki
351cf6fc086a11ebbd5fac1f6bf848b6,"Which film was released first, Sunyo Je Kol or Nilavu?",Nilavu,wiki
5400ef3c0baf11ebab90acde48001122,Who is the paternal grandfather of King Gong Of Chu?,King Mu of Chu,wiki
47806bc308c411ebbd8eac1f6bf848b6,"Which film was released first, Ekam – Son Of Soil or Farber'S Nerve?",Farber'S Nerve,wiki
f0adb205085611ebbd59ac1f6bf848b6,"Who was born later, Gianantonio Capizucchi or Bersvend Martinussen Røkkum?",Bersvend Martinussen Røkkum,wiki
a98eb1e4087311ebbd66ac1f6bf848b6,"Did the bands The Medic Droid and The Womenfolk, originate from the same country?",yes,wiki
25e4cbcc086811ebbd5eac1f6bf848b6,"Which film has the producer who was born earlier, Ab Dilli Dur Nahin or Rarandoi Veduka Chudham?",Ab Dilli Dur Nahin,wiki
8df789f4088b11ebbd6fac1f6bf848b6,"Do the movies True History Of The Kelly Gang (Film) and Wah Do Dem, originate from the same country?",no,wiki
d37730bc08aa11ebbd80ac1f6bf848b6,"Who was born first, Phoebe Chapple or Luis Alberto Luna Tobar?",Phoebe Chapple,wiki
4bef1887086511ebbd5eac1f6bf848b6,"Who was born first, Giorgio Vallebuona or Glenn W. Burton?",Glenn W. Burton,wiki
ea031c87090111ebbdadac1f6bf848b6,"Which film came out first, The Quiet Hour or Adayalam?",Adayalam,wiki
a0c452c0088d11ebbd70ac1f6bf848b6,"Which film has the director died later, The Wife Of An Important Man or Jänken?",The Wife Of An Important Man,wiki
fe1ac99c0bdd11eba7f7acde48001122,Where did the director of film What Rats Won'T Do die?,Somerset,wiki
9cd79cf3085711ebbd5aac1f6bf848b6,Do both Let'S Talk (2015 Film) and Tigre Reale films have the directors from the same country?,yes,wiki
294c0f8408b611ebbd88ac1f6bf848b6,"Which film has the director died earlier, The Heiress At Coffee Dan'S or The Heart Of The Matter (Film)?",The Heiress At Coffee Dan'S,wiki
0a2d55960bda11eba7f7acde48001122,Where was the place of death of the composer of film Last Known Address?,Tenerife,wiki
33c77397088311ebbd6dac1f6bf848b6,"Who lived longer, Mathias Rosenblad or Jiří Baumruk?",Mathias Rosenblad,wiki
d5b228320bd911eba7f7acde48001122,What is the place of birth of the composer of song La Poupée Qui Fait Non?,Nérac,wiki
ae3e72f4088411ebbd6dac1f6bf848b6,"Which film has the director died later, Colierul De Turcoaze or Leo And Loree?",Colierul De Turcoaze,wiki
021e26560bde11eba7f7acde48001122,When did Li Jitao's father die?,922,wiki
f1bb0b420bda11eba7f7acde48001122,What is the date of death of the founder of Far East Consortium?,17 March 2015,wiki
1891309e08b011ebbd84ac1f6bf848b6,"Which film whose director is younger, Al Lupo Al Lupo or Cabaret Shangai?",Al Lupo Al Lupo,wiki
4e0e82c80bdd11eba7f7acde48001122,Where was the director of film Oosaravelli born?,Karimnagar,wiki
c503734e0baf11ebab90acde48001122,Who is Subarna Prabha Devi's mother-in-law?,Rajendra Rajya Lakshmi Devi,wiki
72f602e60bb011ebab90acde48001122,"Who is the paternal grandfather of Herbert Cayzer, 1St Baron Rotherwick?",Charles William Cayzer,wiki
cc19962c0bdc11eba7f7acde48001122,Who is the spouse of the director of film The Love Thrill?,Mary Eaton,wiki
1691ef940bdb11eba7f7acde48001122,Which country Benjamin Pierce Cheney Jr.'s wife is from?,Canadian,wiki
af5e8d1308e811ebbda6ac1f6bf848b6,Are both Mănăstirea (Râul Târgului) and Tocbești located in the same country?,yes,wiki
eb56e8de089711ebbd77ac1f6bf848b6,"Which film has the director who was born first, La Bella Antonia, Prima Monica E Poi Dimonia or The Commune?","La Bella Antonia, Prima Monica E Poi Dimonia",wiki
32d160b60bdd11eba7f7acde48001122,Where did Thomas Wodehouse's father graduate from?,Trinity College,wiki
3bec22660bde11eba7f7acde48001122,Where was the father of Sunjong Of Goryeo born?,Korea,wiki
70f2e9ae0bde11eba7f7acde48001122,Where was the father of Idris Al-Ma'Mun born?,Morocco,wiki
eef91b8c097311ebbdb0ac1f6bf848b6,"Which film was released more recently, Scrap Heaven or Twelve Miles Out?",Scrap Heaven,wiki
4f81c5260bdc11eba7f7acde48001122,Who is the spouse of the director of film Geordie (Film)?,Bernadette O'Farrell,wiki
ac4de5220bdd11eba7f7acde48001122,Where was the husband of Nagammai born?,Erode,wiki
f1ef00340bdd11eba7f7acde48001122,Where was the mother of Archduchess Maria Theresa Of Austria (1862–1933) born?,Naples,wiki
e2f18f160bdd11eba7f7acde48001122,When was John Hodgetts-Foley's father born?,16 March 1747,wiki
e64a25b808ce11ebbd94ac1f6bf848b6,"Which film has the director who was born later, And Then There Were None (1945 Film) or Langue Sacrée, Langue Parlée?","Langue Sacrée, Langue Parlée",wiki
505a63d40bd911eba7f7acde48001122,Where was the place of death of Abu'L-Hasan Ali Ibn Al-Ikhshid's father?,Damascus,wiki
7115fe9e0bde11eba7f7acde48001122,"What is the place of birth of Joaquina Téllez-Girón, Marquise Of Santa Cruz's husband?",Madrid,wiki
34ff0ba00bdc11eba7f7acde48001122,Who is the child of the composer of film The Cousin From Nowhere (1953 Film)?,Evelyn Künneke,wiki
eeb17f51093011ebbdaeac1f6bf848b6,"Which film came out earlier, Confusion Na Wa or Bloodfist Iii: Forced To Fight?",Bloodfist Iii: Forced To Fight,wiki
781e14220bdb11eba7f7acde48001122,Where did Archduchess Maria Theresa Of Austria (1862–1933)'s father die?,Vienna,wiki
39d43b7d08ae11ebbd83ac1f6bf848b6,"Which film whose director was born first, Anatomy Of Hell or Metello?",Metello,wiki
7a0206f2089f11ebbd78ac1f6bf848b6,Were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,wiki
c0b84dde08e211ebbda4ac1f6bf848b6,"Which film has the director who died later, 'Neath The Arizona Skies or Romance In A Minor Key?",Romance In A Minor Key,wiki
71a1099a0bb011ebab90acde48001122,Who is the paternal grandfather of Khalifa Bin Jassim Al Thani?,Mohammed bin Jassim Al Thani,wiki
148d982608af11ebbd83ac1f6bf848b6,"Which film has the director died earlier, Smiley Gets A Gun or Frankenstein And The Monster From Hell?",Smiley Gets A Gun,wiki
4018d3ac0bde11eba7f7acde48001122,What nationality is Xiahou Wei's father?,Eastern Han Dynasty,wiki
987795c20bdb11eba7f7acde48001122,What is the place of birth of the director of film The Velvet Underground And Nico: A Symphony Of Sound?,Pittsburgh,wiki
6726d43e0bda11eba7f7acde48001122,What is the place of birth of the performer of song Santa Bring My Baby Back (To Me)?,"Tupelo, Mississippi",wiki
7f20efa00baf11ebab90acde48001122,"Who is the paternal grandmother of Prince Robert, Duke Of Chartres?",Maria Amalia of Naples and Sicily,wiki
403df6fa0bde11eba7f7acde48001122,What nationality is Priscilla Alden's husband?,England,wiki
a6ecf1040bdd11eba7f7acde48001122,Which country David Barclay Of Cheapside's father is from?,America,wiki
8587408808d511ebbd98ac1f6bf848b6,"Which film has the director who died earlier, A Doctor'S Diary or Wild Rovers?",A Doctor'S Diary,wiki
6d0301f808b911ebbd88ac1f6bf848b6,"Which film has the director born later, The Man Unconquerable or Something Like Happiness?",Something Like Happiness,wiki
6dd4cdf00bd911eba7f7acde48001122,Where was the place of death of Temulin's father?,Khamag Mongol,wiki
c8068f4a0baf11ebab90acde48001122,"Who is the paternal grandfather of Prince William, Duke Of Cumberland?",George I of Great Britain,wiki
6ccbe6a8098011ebbdb0ac1f6bf848b6,"Which film was released first, Hercules Against The Sons Of The Sun or Barravento?",Barravento,wiki
5ae28abd09c611ebbdb0ac1f6bf848b6,"Are both high schools, Blakehurst High School and Santa Sabina College, located in the same country?",yes,wiki
cec6b1ec0bdd11eba7f7acde48001122,Where does the presenter of The Next List work at?,Emory University,wiki
2e21e69e0bb011ebab90acde48001122,Who is the mother-in-law of Quintus Caecilius Metellus Celer?,Caecilia Metella Balearica,wiki
a1f15751088e11ebbd70ac1f6bf848b6,"Which film was released first, Never Too Young To Die or Two Cops?",Never Too Young To Die,wiki
7f800bee08c511ebbd8eac1f6bf848b6,"Which film has the director died earlier, Love In Exile or Manchi Vallaki Manchivadu?",Love In Exile,wiki
